eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,number_of_detected_causes,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIN13986,LCAIN13986-2,2,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,71.41093333333333,99.6651,30.41340346117875,5,"3.5-6.6 km: recent=45.00, baseline=28.00, change=60.71% | DL RBLER: recent=0.32, baseline=0.25, change=27.25% | L.CA.UE.Avg: recent=4.22, baseline=6.09, change=30.73% | MAC CA Traffic Ratio: recent=18.36, baseline=25.47, change=27.93% | L.CA.DLSCell.Add.Att: recent=9646.67, baseline=12286.33, change=21.48%",Cell Edge Users Increase,3.5-6.6 km,Users at cell edge increased.,"Check coverage, cell dominance, and neighbor relationships.","Check coverage, cell dominance, and neighbor relationships. | Check DL interference, poor coverage, CQI, MCS, and radio conditions. | Check CA activation, SCell availability, and CA parameters. | Check CA activation, SCell availability, CA bands, and CA parameters. | Check CA configuration and inter-frequency measurements."
LCAIN10130_Site_144,LCAIN10130-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,2.9708,27.15573333333333,98.44365036167576,4,"UL RBLER: recent=0.18, baseline=0.01, change=1294.82% | (HU) Cell UL Average Throughput (Mbps): recent=3.82, baseline=10.52, change=63.67% | (HU) User UL Average Throughput (Mbps): recent=5.18, baseline=10.53, change=50.80% | L.Traffic.ActiveUser.UL.Avg: recent=0.13, baseline=0.68, change=80.17%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action."
LCAIN12584,LCAIN12584-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.6239,5.9209000000000005,96.81300860096724,7,"UL RBLER: recent=0.37, baseline=0.08, change=385.50% | (HU) UL IBLER(%): recent=6.69, baseline=3.67, change=82.35% | (HU) User UL Average Throughput (Mbps): recent=3.10, baseline=8.32, change=62.72% | (HU) Cell UL Average Throughput (Mbps): recent=2.40, baseline=5.96, change=59.78% | (HU)CEU User Uplink Average Throughput: recent=2.25, baseline=3.14, change=28.54%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL interference, PUSCH MCS, UE power, and coverage. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL power control and CEU parameters."
LCAIN10369,LCAIN10369-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.20783333333333334,1.4531666666666665,86.6016098012679,6,"(HU) User UL Average Throughput (Mbps): recent=3.42, baseline=5.78, change=40.77% | (HU)CEU Cell Uplink Average Throughput: recent=0.82, baseline=1.37, change=40.38% | (HU) UL IBLER(%): recent=6.72, baseline=5.03, change=33.73% | (HU) Cell UL Average Throughput (Mbps): recent=2.44, baseline=3.30, change=25.98% | L.Traffic.ActiveUser.UL.Avg: recent=0.03, baseline=0.13, change=72.81%",UL User Throughput Degradation,(HU) User UL Average Throughput (Mbps),User UL throughput decreased.,"Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load.","Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL CEU scheduling and edge coverage. | Check UL interference, PUSCH MCS, UE power, and coverage. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Validate traffic trend before applying RF action."
LCAIN12070,LCAIN12070-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.9484666666666666,5.3431,79.09051010151062,3,"(HU) Cell UL Average Throughput (Mbps): recent=2.09, baseline=5.73, change=63.41% | (HU) User UL Average Throughput (Mbps): recent=3.48, baseline=7.52, change=53.72% | L.Traffic.ActiveUser.UL.Avg: recent=0.11, baseline=0.24, change=55.36%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action."
LCAIN14000,LCAIN14000-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.06349999999999999,0.3092333333333333,78.73495397687043,4,"(HU) Cell UL Average Throughput (Mbps): recent=1.81, baseline=4.22, change=57.00% | (HU) User UL Average Throughput (Mbps): recent=4.08, baseline=8.92, change=54.20% | (HU)CEU Cell Uplink Average Throughput: recent=0.99, baseline=1.67, change=40.82% | L.Traffic.ActiveUser.UL.Avg: recent=0.01, baseline=0.02, change=54.53%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action."
LCAIN10855,LCAIN10855-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.08466666666666667,0.3354333333333333,75.93174674449934,4,"(HU)CEU User Uplink Average Throughput: recent=0.99, baseline=3.18, change=68.93% | (HU)CEU Cell Uplink Average Throughput: recent=1.93, baseline=2.88, change=32.98% | L.Traffic.ActiveUser.UL.Avg: recent=0.01, baseline=0.03, change=67.12% | (HU) User UL Average Throughput (Mbps): recent=3.67, baseline=4.69, change=21.79%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load."
LCAIN11982,LCAIN11982-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.5935,1.8611666666666666,72.22538058240163,6,"(HU)CEU User Uplink Average Throughput: recent=0.32, baseline=1.32, change=75.99% | UL RBLER: recent=0.56, baseline=0.38, change=48.82% | (HU)CEU Cell Uplink Average Throughput: recent=0.74, baseline=1.65, change=54.86% | (HU) User UL Average Throughput (Mbps): recent=2.29, baseline=4.71, change=51.37% | (HU) Cell UL Average Throughput (Mbps): recent=1.88, baseline=3.39, change=44.58%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL CEU scheduling and edge coverage. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN12838,LCAIN12838-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.37389999999999995,0.9165,70.31192321889996,2,"(HU)CEU Cell Uplink Average Throughput: recent=1.08, baseline=1.50, change=27.83% | L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.10, change=48.64%",UL Cell Edge Throughput,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput degraded.,Check UL CEU scheduling and edge coverage.,Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action.
LCAIN14000,LCAIN14000-3,3,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,3.5566333333333335,11.403,69.05753088104825,6,"UL RBLER: recent=0.14, baseline=0.07, change=100.24% | (HU) UL IBLER(%): recent=3.86, baseline=2.77, change=39.10% | (HU) Cell UL Average Throughput (Mbps): recent=3.55, baseline=5.15, change=31.16% | (HU) User UL Average Throughput (Mbps): recent=4.80, baseline=6.48, change=25.93% | (HU)CEU User Uplink Average Throughput: recent=1.92, baseline=2.45, change=21.85%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL interference, PUSCH MCS, UE power, and coverage. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL power control and CEU parameters."
LCAIN12799,LCAIN12799-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.3608,1.0477999999999998,67.62828918611767,4,"UL RBLER: recent=0.21, baseline=0.04, change=414.53% | (HU) UL IBLER(%): recent=5.73, baseline=1.98, change=190.18% | (HU)CEU User Uplink Average Throughput: recent=1.64, baseline=2.29, change=28.72% | L.Traffic.ActiveUser.UL.Avg: recent=0.02, baseline=0.14, change=81.88%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL interference, PUSCH MCS, UE power, and coverage. | Check UL power control and CEU parameters. | Validate traffic trend before applying RF action."
LCAIN10855,LCAIN10855-7,7,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.0126,0.0431,66.06741573033707,2,"(HU)CEU Cell Uplink Average Throughput: recent=1.84, baseline=3.65, change=49.42% | L.Traffic.ActiveUser.UL.Avg: recent=0.00, baseline=0.00, change=67.18%",UL Cell Edge Throughput,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput degraded.,Check UL CEU scheduling and edge coverage.,Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action.
LCAIN12868,LCAIN12868-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,1.9555333333333333,6.0499,61.64844774814166,4,"(HU)CEU User Uplink Average Throughput: recent=0.47, baseline=0.76, change=38.66% | UL RBLER: recent=1.23, baseline=1.00, change=23.07% | (HU)CEU Cell Uplink Average Throughput: recent=1.07, baseline=1.48, change=27.27% | L.Traffic.ActiveUser.UL.Avg: recent=0.20, baseline=0.51, change=59.92%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action."
LCAIN10114_Ganoub_El_Mostasmreen_Tagmou,LCAIN10114-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,1.7710666666666668,4.0546,61.52781621920841,3,"(HU) Cell UL Average Throughput (Mbps): recent=3.16, baseline=4.86, change=34.93% | (HU) User UL Average Throughput (Mbps): recent=3.95, baseline=5.84, change=32.36% | L.Traffic.ActiveUser.UL.Avg: recent=0.14, baseline=0.29, change=50.36%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action."
LCAIN10119,LCAIN10119-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.7695333333333334,1.8960666666666668,60.848350790449544,4,"6.6-14 km: recent=1.33, baseline=0.33, change=300.00% | UL RBLER: recent=0.32, baseline=0.17, change=84.29% | (HU) UL IBLER(%): recent=6.77, baseline=4.83, change=40.19% | L.Traffic.ActiveUser.UL.Avg: recent=0.06, baseline=0.15, change=60.78%",UL Coverage Extension,6.6-14 km,UL users at extended range.,"Check UL coverage, UE power, and path balance.","Check UL coverage, UE power, and path balance. | Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL interference, PUSCH MCS, UE power, and coverage. | Validate traffic trend before applying RF action."
LCAIN22701,LCAIN22701-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,1.3517333333333335,3.6214333333333335,60.762862211709056,6,"UL RBLER: recent=2.65, baseline=1.73, change=53.41% | 6.6-14 km: recent=60.67, baseline=37.33, change=62.50% | (HU) User UL Average Throughput (Mbps): recent=2.87, baseline=5.70, change=49.73% | (HU) Cell UL Average Throughput (Mbps): recent=2.34, baseline=4.43, change=47.23% | (HU) UL IBLER(%): recent=14.10, baseline=11.74, change=20.09%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL coverage, UE power, and path balance. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL interference, PUSCH MCS, UE power, and coverage."
LCAIN10119,LCAIN10119-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,1.6510333333333334,4.835166666666666,59.17685278238718,4,"UL RBLER: recent=0.85, baseline=0.31, change=178.86% | (HU) UL IBLER(%): recent=10.50, baseline=7.34, change=43.13% | L.Traffic.ActiveUser.UL.Avg: recent=0.13, baseline=0.42, change=68.29% | TA Weighted Avg (meter): recent=472.10, baseline=379.98, change=24.24%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL interference, PUSCH MCS, UE power, and coverage. | Validate traffic trend before applying RF action. | Check UL coverage and path balance."
LCAIN10116,LCAIN10116-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,1.2831000000000001,2.770466666666666,58.53630990475474,4,"(HU) UL IBLER(%): recent=13.72, baseline=9.92, change=38.27% | (HU) User UL Average Throughput (Mbps): recent=1.74, baseline=2.49, change=29.84% | (HU) Cell UL Average Throughput (Mbps): recent=1.61, baseline=2.05, change=21.55% | L.Traffic.ActiveUser.UL.Avg: recent=0.23, baseline=0.32, change=28.12%",UL Radio Quality Issue,(HU) UL IBLER(%),UL IBLER increased.,"Check UL interference, PUSCH MCS, UE power, and coverage.","Check UL interference, PUSCH MCS, UE power, and coverage. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Validate traffic trend before applying RF action."
LCAIN11651,LCAIN11651-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,2.6788666666666665,5.4095,52.00441663599559,4,"(HU)CEU User Uplink Average Throughput: recent=1.47, baseline=3.15, change=53.30% | (HU)CEU Cell Uplink Average Throughput: recent=2.00, baseline=3.56, change=43.72% | (HU) Cell UL Average Throughput (Mbps): recent=2.88, baseline=4.12, change=30.03% | (HU) User UL Average Throughput (Mbps): recent=3.66, baseline=4.64, change=21.16%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load."
LCAIN12223,LCAIN12223-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.16043333333333334,0.3060333333333333,51.23138602520045,5,"(HU)CEU User Uplink Average Throughput: recent=1.39, baseline=3.14, change=55.81% | (HU)CEU Cell Uplink Average Throughput: recent=1.72, baseline=2.23, change=22.58% | (HU) User UL Average Throughput (Mbps): recent=4.55, baseline=5.75, change=20.92% | (HU) Cell UL Average Throughput (Mbps): recent=2.90, baseline=3.64, change=20.50% | L.Traffic.ActiveUser.UL.Avg: recent=0.02, baseline=0.02, change=33.43%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Validate traffic trend before applying RF action."
LCAIN10752,LCAIN10752-3,3,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.8099333333333334,1.4026666666666667,48.41944626117288,5,"(HU)CEU User Uplink Average Throughput: recent=1.49, baseline=3.08, change=51.71% | (HU)CEU Cell Uplink Average Throughput: recent=1.72, baseline=2.94, change=41.43% | (HU) Cell UL Average Throughput (Mbps): recent=2.63, baseline=3.46, change=24.00% | (HU) User UL Average Throughput (Mbps): recent=3.77, baseline=4.78, change=21.12% | L.Traffic.ActiveUser.UL.Avg: recent=0.08, baseline=0.10, change=21.76%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action."
LCAIN11982,LCAIN11982-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.8306999999999999,1.4188333333333334,48.12683971099813,5,"6.6-14 km: recent=9.33, baseline=1.00, change=833.33% | (HU)CEU User Uplink Average Throughput: recent=1.12, baseline=3.23, change=65.33% | (HU)CEU Cell Uplink Average Throughput: recent=1.54, baseline=2.91, change=46.98% | UL RBLER: recent=0.43, baseline=0.35, change=23.50% | L.Traffic.ActiveUser.UL.Avg: recent=0.06, baseline=0.12, change=46.31%",UL Coverage Extension,6.6-14 km,UL users at extended range.,"Check UL coverage, UE power, and path balance.","Check UL coverage, UE power, and path balance. | Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action."
LCAIN12255,LCAIN12255-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,1.0680666666666667,2.0555666666666665,47.59456118665018,2,"UL RBLER: recent=0.15, baseline=0.12, change=28.60% | L.Traffic.ActiveUser.UL.Avg: recent=0.13, baseline=0.25, change=48.45%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action."
LCAIN14000,LCAIN14000-7,7,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,1.8164333333333331,3.3886333333333334,47.19715753687278,4,"UL RBLER: recent=1.17, baseline=0.63, change=85.93% | (HU) UL IBLER(%): recent=11.06, baseline=8.98, change=23.17% | (HU)CEU User Uplink Average Throughput: recent=0.56, baseline=0.70, change=20.47% | L.Traffic.ActiveUser.UL.Avg: recent=0.19, baseline=0.27, change=29.26%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL interference, PUSCH MCS, UE power, and coverage. | Check UL power control and CEU parameters. | Validate traffic trend before applying RF action."
LCAIN11975,LCAIN11975-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,3.7009333333333334,6.917066666666666,44.85278122560749,6,"UL RBLER: recent=0.29, baseline=0.19, change=51.85% | 6.6-14 km: recent=1.00, baseline=0.67, change=50.00% | (HU)CEU User Uplink Average Throughput: recent=1.45, baseline=2.17, change=32.96% | (HU) User UL Average Throughput (Mbps): recent=3.43, baseline=4.92, change=30.27% | (HU) Cell UL Average Throughput (Mbps): recent=2.72, baseline=3.77, change=27.81%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL coverage, UE power, and path balance. | Check UL power control and CEU parameters. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN12046,LCAIN12046-7,7,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,3.0375666666666667,5.049333333333333,43.698125836680056,3,"UL RBLER: recent=0.45, baseline=0.34, change=32.92% | (HU) Cell UL Average Throughput (Mbps): recent=2.90, baseline=3.69, change=21.28% | L.Traffic.ActiveUser.UL.Avg: recent=0.30, baseline=0.39, change=23.05%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Validate traffic trend before applying RF action."
LCAIN10118_CITY center,LCAIN10118-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,2.6294,4.258233333333334,41.70092604127736,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.33, baseline=0.46, change=27.37%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN10751,LCAIN10751-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,4.3508,6.9439666666666655,41.197501495485724,2,"(HU) Cell UL Average Throughput (Mbps): recent=2.48, baseline=3.60, change=31.15% | (HU) User UL Average Throughput (Mbps): recent=3.26, baseline=4.56, change=28.51%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load."
LCAIN10800,LCAIN10800-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,2.1393,3.6471,40.2231841269047,5,"UL RBLER: recent=5.12, baseline=3.29, change=55.55% | (HU) User UL Average Throughput (Mbps): recent=1.98, baseline=4.02, change=50.59% | (HU) Cell UL Average Throughput (Mbps): recent=1.94, baseline=3.51, change=44.79% | (HU) UL IBLER(%): recent=21.73, baseline=16.78, change=29.52% | (HU) PUSCH MCS: recent=11.03, baseline=13.81, change=20.11%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL interference, PUSCH MCS, UE power, and coverage. | Check UL SINR, interference, UE power control, and uplink coverage."
LCAIN12929,LCAIN12929-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,4.460766666666667,7.498366666666667,39.56163281721295,4,"6.6-14 km: recent=1.00, baseline=0.33, change=200.00% | UL RBLER: recent=1.55, baseline=1.15, change=34.70% | TA Weighted Avg (meter): recent=816.40, baseline=675.39, change=20.88% | L.Traffic.ActiveUser.UL.Avg: recent=0.44, baseline=0.62, change=29.15%",UL Coverage Extension,6.6-14 km,UL users at extended range.,"Check UL coverage, UE power, and path balance.","Check UL coverage, UE power, and path balance. | Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL coverage and path balance. | Validate traffic trend before applying RF action."
LCAIN11651,LCAIN11651-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,0.5927333333333333,0.9764333333333334,39.255786113328014,3,"(HU)CEU User Uplink Average Throughput: recent=1.19, baseline=2.30, change=48.44% | (HU)CEU Cell Uplink Average Throughput: recent=1.92, baseline=2.83, change=32.32% | L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.08, change=31.34%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action.
LCAIN10751,LCAIN10751-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,7.441199999999999,12.518366666666665,37.8249454837599,1,"(HU) Cell UL Average Throughput (Mbps): recent=2.71, baseline=3.63, change=25.32%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN12587,LCAIN12587-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-16 to 2026-05-18,2026-05-09 to 2026-05-11,1.0889333333333333,1.6619,35.79567779960707,5,"UL RBLER: recent=1.59, baseline=1.07, change=49.49% | (HU) User UL Average Throughput (Mbps): recent=2.26, baseline=3.49, change=35.21% | (HU) Cell UL Average Throughput (Mbps): recent=2.02, baseline=2.90, change=30.35% | (HU)CEU User Uplink Average Throughput: recent=0.52, baseline=0.71, change=25.90% | (HU) UL IBLER(%): recent=13.30, baseline=10.57, change=25.76%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL power control and CEU parameters. | Check UL interference, PUSCH MCS, UE power, and coverage."
